'Index Name', 'Run', 'Phase', 'Population', 'Load Elapsed', 'COMPLETE Elapsed', 'COMPLETE Count', 'HIGHCARD Elapsed', 'HIGHCARD Count', 'LOWCARD Elapsed', 'LOWCARD Count'
'Hamming','Reference', 3,'Delete',100,1295737,0.0016377350000000002,1,7.128400000000001E-4,0,6.44316E-4,0
'Hamming','Reference', 4,'Query',100,1309575,0.043872591,3,0.033658174,1918,0.033748813,6036
'Hamming','Reference', 4,'Delete',100,1309575,0.001785319,1,8.30925E-4,0,7.30053E-4,0
'Hamming','Reference', 0,'Query',1000,4457065,0.013986686000000002,22,0.06895435,22278,0.07420673500000001,59685
'Hamming','Reference', 0,'Delete',1000,4457065,0.0020511450000000003,3,0.001227639,0,0.001245982,0
'Hamming','Reference', 1,'Query',1000,2874448,0.012306669000000001,22,0.06713237300000001,22278,0.06582022600000001,59685
'Hamming','Reference', 1,'Delete',1000,2874448,0.001978234,3,0.001212706,0,0.001189416,0
'Hamming','Reference', 2,'Query',1000,2789357,0.013132862,22,0.068404086,22278,0.062118663000000005,59685
'Hamming','Reference', 2,'Delete',1000,2789357,0.001811885,3,0.001169239,0,0.001189266,0
'Hamming','Reference', 3,'Query',1000,2682367,0.013212905,22,0.06680910500000001,22278,0.062453488,59685
'Hamming','Reference', 3,'Delete',1000,2682367,0.0018465710000000002,3,0.0011434890000000001,0,0.0011697530000000002,0
'Hamming','Reference', 4,'Query',1000,2660307,0.012464077,22,0.066266978,22278,0.059956981000000006,59685
'Hamming','Reference', 4,'Delete',1000,2660307,0.0018660590000000002,3,0.001231909,0,0.001134566,0
'Hamming','Reference', 0,'Query',10000,35278562,0.161332994,530,0.56833732,165870,0.415720802,767607
'Hamming','Reference', 0,'Delete',10000,35278562,0.004716667,22,0.0016482810000000001,2,0.001527741,2
'Hamming','Reference', 1,'Query',10000,29892696,0.15190638,530,0.394012134,165870,0.43112925300000005,767607
'Hamming','Reference', 1,'Delete',10000,29892696,0.0028750100000000003,22,0.001531208,2,0.0016091480000000001,2
'Hamming','Reference', 2,'Query',10000,30220368,0.168450807,530,0.402890269,165870,0.481557887,767607
'Hamming','Reference', 2,'Delete',10000,30220368,0.002807711,22,0.0014987940000000001,2,0.0014706200000000002,2
'Hamming','Reference', 3,'Query',10000,30266256,0.15801309900000002,530,0.389219517,165870,0.41741651,767607
'Hamming','Reference', 3,'Delete',10000,30266256,0.002711241,22,0.0015124390000000002,2,0.001514837,2
'Hamming','Reference', 4,'Query',10000,30898355,0.152808768,530,0.38805688000000005,165870,0.390829967,767607
'Hamming','Reference', 4,'Delete',10000,30898355,0.002793499,22,0.0015426320000000002,2,0.001482856,2
'Hamming','Reference', 0,'Query',100000,302069287,3.055097662,23764,4.255860007,2507517,5.068274185,14508171
'Hamming','Reference', 0,'Delete',100000,302069287,0.0028226130000000003,112,9.194660000000001E-4,2,8.34606E-4,2
'Hamming','Reference', 1,'Query',100000,237896439,3.164380758,23764,4.257854948,2507517,5.788588548000001,14508171
'Hamming','Reference', 1,'Delete',100000,237896439,0.0029085170000000002,112,7.506020000000001E-4,2,8.017110000000001E-4,2
'Hamming','Reference', 2,'Query',100000,203548916,3.768029754,23764,5.073793435000001,2507517,4.610143385000001,14508171
'Hamming','Reference', 2,'Delete',100000,203548916,0.00268776,112,7.490190000000001E-4,2,8.23031E-4,2
'Hamming','Reference', 3,'Query',100000,205889683,3.403708968,23764,4.24204276,2507517,4.595425598,14508171
'Hamming','Reference', 3,'Delete',100000,205889683,0.00244302,112,7.30003E-4,2,8.228990000000001E-4,2
'Hamming','Reference', 4,'Query',100000,204470917,4.450210446000001,23764,4.3726607060000005,2507517,4.893366497000001,14508171
'Hamming','Reference', 4,'Delete',100000,204470917,0.002603279,112,7.38396E-4,2,6.76727E-4,2
'Hamming','Reference', 0,'Query',1000000,3404114092,23.187598364000003,212576,58.063154237000006,13013419,67.748368668,120373308
'Hamming','Reference', 0,'Delete',1000000,3404114092,0.005100897,1000,0.001048438,13,8.219150000000001E-4,21
'Hamming','Reference', 1,'Query',1000000,3885459732,23.783269784,212576,59.168257936,13013419,67.332028955,120373308
'Hamming','Reference', 1,'Delete',1000000,3885459732,0.005265318000000001,1000,0.001313446,13,0.001483666,21
'Hamming','Reference', 2,'Query',1000000,2935924633,24.073752854000002,212576,59.996263926000005,13013419,66.542721184,120373308
'Hamming','Reference', 2,'Delete',1000000,2935924633,0.003460753,1000,0.0010230740000000001,13,8.176920000000001E-4,21
'Hamming','Reference', 3,'Query',1000000,2822906004,23.055462669,212576,59.810315870000004,13013419,66.286531573,120373308
'Hamming','Reference', 3,'Delete',1000000,2822906004,0.003820523,1000,9.358550000000001E-4,13,8.460630000000001E-4,21
'Hamming','Reference', 4,'Query',1000000,2695250490,24.006067651000002,212576,60.332957485,13013419,67.08317082,120373308
'Hamming','Reference', 4,'Delete',1000000,2695250490,0.004643589,1000,9.381330000000001E-4,13,8.28233E-4,21
